,date,title,url
1151,2010-05-27,亚马逊与企鹅出版集团达成新版电子书定价协议,http://www.techweb.com.cn/news/2010-05-27/610573.shtml
1156,2010-05-27,亚马逊音乐下载增幅超苹果销售同沃尔玛,http://www.techweb.com.cn/news/2010-05-27/610003.shtml
1158,2010-05-26,亚马逊：Kindle保持对读者关注,http://www.techweb.com.cn/news/2010-05-26/609647.shtml
1159,2010-05-25,卓越亚马逊王汉华:垂直帝国的水平进化,http://www.techweb.com.cn/news/2010-05-25/608513.shtml
1160,2010-05-25,亚马逊落选科技100强冠军曾连续3年蝉联,http://www.techweb.com.cn/news/2010-05-25/608311.shtml
1161,2010-05-24,亚马逊Kindle运营模式对数字出版的可鉴性,http://www.techweb.com.cn/news/2010-05-24/607489.shtml
1162,2010-05-24,亚马逊Kindle运营模式对中国数字出版的可鉴性,http://www.techweb.com.cn/news/2010-05-24/607478.shtml
1163,2010-05-20,亚马逊推PC版Kindle软件战略重点放弃硬件,http://www.techweb.com.cn/news/2010-05-20/605257.shtml
1164,2010-05-20,亚马逊今年夏季将推Android版Kindle软件,http://www.techweb.com.cn/news/2010-05-20/605179.shtml
1165,2010-05-20,亚马逊将推出翻译并出售外语图书业务,http://www.techweb.com.cn/news/2010-05-20/605150.shtml
1166,2010-05-20,谷歌将推云存储服务与亚马逊S3竞争,http://www.techweb.com.cn/news/2010-05-20/605127.shtml
1167,2010-05-19,亚马逊推新PC版Kindle功能更多更全,http://www.techweb.com.cn/news/2010-05-19/604897.shtml
1168,2010-05-19,陈年五千万美金投资Vjia打造时尚业亚马逊,http://www.techweb.com.cn/news/2010-05-19/604788.shtml
1169,2010-05-19,陈年5000万美金推新平台传亚马逊也是投资方,http://www.techweb.com.cn/news/2010-05-19/604566.shtml
1171,2010-05-19,亚马逊计划推出Android版Kindle阅读软件,http://www.techweb.com.cn/news/2010-05-19/604368.shtml
1172,2010-05-19,谷歌本周I/O大会推云存储服务挑战亚马逊,http://www.techweb.com.cn/news/2010-05-19/604343.shtml
1173,2010-05-18,招聘信息显示亚马逊或将推出新一代Kindle,http://www.techweb.com.cn/news/2010-05-18/603610.shtml
